,Title,Price,Location,Bed
738,Love where you live!!!,1925, santa clara,"1
550ft2"
739,1 bedroom NOW AVAILABLE in a perfect location,1925, santa clara,1
740,Great Location and Apartment Homes! Call toVisit Today!,1925, santa clara,"1
550ft2"
741,"Remodeled STUDIO, available NOW! Get a $250 visa gift card!",1925, sunnyvale,500ft2
742,Beautiful Apartment Homes! Visit Us Today!,1925, santa clara,"1
550ft2"
743,Great Location ! Unit ready to move in!! Call NOW!,1925, santa clara,"1
600ft2"
744,OPEN HOUSE SUNDAY 2:00 PM-2:30 PM - 1475 SANTA CLARA!!,1925, santa clara,"1
600ft2"
745,Cozy Corner Groundfloor Studio Available! Utilities INCLUDED!,1928, san jose west,423ft2
746,New Renovated Home!! Located De Anza Blvd! Near Apple!,1931, cupertino,"1
500ft2"
747,"Spacious Studio Apartment Home, Utilities Included! Move In Specials!",1935, san jose west,405ft2
748,Conveniently located Near Google Apple Intel Facebook Dogs OK br1,1940, sunnyvale,"1
483ft2"
749,Adj to Beautiful Park Intel Apple This place will feel like home Dogs OK br1,1940, sunnyvale,"1
483ft2"
750,Dogs OK Next to Beautiful Park Close to Apple Intel Google br1,1940, sunnyvale,"1
483ft2"
751,Apple Intel Google Dogs OK Adj Fair Oaks Park Convenient Location br1,1940, sunnyvale,"1
483ft2"
752,Conveniently located Near Google Apple Intel Facebook Dogs OK br1,1940, sunnyvale,"1
483ft2"
753,"In the Heart Of Silicon Valley, Dogs OK",1940, sunnyvale,"1
483ft2"
754,Adj to Beautiful Park Intel Apple This place will feel like home Dogs OK br1,1940, sunnyvale,"1
483ft2"
755,Quiet Location Dogs Cats OK Close To Electronics Companies,1940, sunnyvale,"1
483ft2"
756,Dogs OK Next to Beautiful Park Close to Apple Intel Google br1,1940, sunnyvale,"1
483ft2"
757,Great Location Pet Welcome Adj. to Lovely Park,1940, sunnyvale,"1
483ft2"
758,Apple Intel Google Dogs OK Adj Fair Oaks Park Convenient Location br1,1940, sunnyvale,"1
483ft2"
759,Waiting List OPEN for our 1bed/1bath apartments,1941, san jose east,"1
588ft2"
760,Great 1 bed/1bath North of Downtown San Jose with Parking! (Kerley 2),1949, san jose north,"1
650ft2"
761,"Utilities included*! $1,000 Move-in bonus",1950, san jose west,"1
840ft2"
762,"Utilities included*! $1,000 Move-in bonus",1950, san jose west,"1
840ft2"
763,Cozy Private Studio,1950, East Palo Alto,340ft2
764,Awesome Private Studio,1950, East Palo Alto,340ft2
765,Awesome Private Studio,1950, East Palo Alto,340ft2
766,1 Bedroom Immediate Move In,1950, san jose downtown,"1
750ft2"
767,1/1 fully remodeled west San Jose apartment,1950, san jose west,"1
576ft2"
768,Sure thing!  Implausible 1BD/1BA!  See now!,1950, san jose south,"1
675ft2"
769,MAGNIFICENTLY REMARKABLE!!!  Come & Visit Now!,1950, san jose south,"1
675ft2"
770,"Your new home, here at The Waverly!! Ready for 3/12 MOVE-IN",1950, campbell,"1
648ft2"
771,Month to Month Lease Terms! Available Feb 22nd!,1950, sunnyvale,550ft2
772,Valley West Special! First Month Free ! Call or Stop By!,1950, san jose south,"1
800ft2"
773,Month to Month Lease Terms! Ready Now!,1950, sunnyvale,550ft2
774,"Large One Bed,One Bath  Available Now!!",1950, san jose south,"1
800ft2"
775,Studio available in downtown Sunnyvale incl all utilities!,1950, sunnyvale,NA
776,You Can Afford To Dwell Well At Oak Park Apartments,1950, san jose south,"1
675ft2"
777,Nice Affordable 1 bdr. 1 bath apartment in Great Sunnyvale Location Pets OK sj1,1950, sunnyvale,"1
510ft2"
778,Valley West Special! First Month Free ! Call or Stop By!,1950, san jose south,"1
800ft2"
779,Remodeled 1 bdrm near Santana Row,1950, san jose west,"1
500ft2"
780,Quiet 1 bdrm near Santa Clara University,1950, santa clara,"1
600ft2"
781,Spacious! Clean! Safe! Close to Cupertino!,1950, san jose west,"1
615ft2"
782,"Large One Bed,One Bath Available Now! Call Or Stop By Today!",1950, san jose south,"1
800ft2"
783,A REAL REMARKABLE 1BD/1BA!  Visit us now!,1950, san jose south,"1
675ft2"
784,Brand New 1 BR/1 BA Available Mid March,1950, san jose downtown,"1
450ft2"
785,Tons of Light. Downtown LG. All Utilities Included. New Listing.,1950, los gatos,"1
450ft2"
786,SPECTACULAR IT IS -- 1BD/1BA!  Visit us now!,1950, san jose south,"1
675ft2"
787,Spacious 1 Bedroom/ 1 Bath Available Now!,1950, san jose south,"1
800ft2"
788,PRIVATE/ Ground floor   1 Bed!    $1950.00   for 1 yr lease.,1950, san jose west,"1
660ft2"
789,1 bedroom upstairs,1950, san jose west,"1
600ft2"
790,Newly Redone Charming 2 Bedroom! Available Now!,1950, gilroy,NA
791,A CHANGE takes place outside the comfort zone!  See this GREAT 1BD/1BA,1950, san jose south,"1
675ft2"
792,2 Bed/1 Bath Gilroy Apartment,1950, gilroy,2
793,2 Bed/1 Bath Gilroy Apartment,1950, gilroy,2
794,Newly remodeled and spacious,1950, campbell,"1
400ft2"
795,READY NOW - GORGEOUS 1x1 - ASK FOR MOVE IN SPECIAL!,1950, san jose west,"1
700ft2"
796,âœ¨CONSIDER the MOVEâœ¨(1B) Near OCEANâœ¨ Svl >> Santa Cruz,1950, sunnyvale,1
797,"Pool,Gym, Tennis Court, Volleyball court , Valley West has it all !",1950, san jose south,"1
540ft2"
798,Amazing 2 Bd 1 Ba condo with a great location in Good Sam complex!,1955, san jose downtown,"2
798ft2"
799,1BR/1BA APARTMENT WITH ACCESS TO A FITNESS CENTER,1968, san jose south,"1
581ft2"
800,1BR/1BA APARTMENT WITH ACCESS TO A FITNESS CENTER,1968, san jose south,"1
581ft2"
801,1BR/1BA Apartment with Easy Access Highway 85!,1968, san jose south,"1
581ft2"
802,1BR/1BA Apartment with Easy Access Highway 85!,1968, san jose south,"1
581ft2"
803,1BR/1BA Apartment with Easy Access Highway 85!,1968, san jose south,"1
581ft2"
804,1BR/1BA Apartment with Easy Access Highway 85!,1968, san jose south,"1
581ft2"
805,1BR/1BA Apartment with Easy Access Highway 85!,1968, san jose south,"1
581ft2"
806,AMAZING 1BR/1BA HOME W/ HEATED SWIMMING POOL!,1968, san jose south,"1
581ft2"
807,AMAZING 1BR/1BA HOME W/ HEATED SWIMMING POOL!,1968, san jose south,"1
581ft2"
808,1BR/1BA Apartment with Easy Access Highway 85!,1968, san jose south,"1
581ft2"
809,1BR/1BA Apartment with Easy Access Highway 85!,1968, san jose south,"1
581ft2"
810,1BR/1BA Apartment with Easy Access Highway 85!,1968, san jose south,"1
581ft2"
811,1BR/1BA APARTMENT WITH ACCESS TO A FITNESS CENTER,1968, san jose south,"1
581ft2"
812,WORK-OUT IN OUR COMPREHENSIVE STRENGTH & FITNESS CENTER,1973, sunnyvale,NA
813,Quality Living at Park Branham! Check us Out!,1975, san jose south,"1
640ft2"
814,"Spacious, renovated 1x1 unit ready for move in!",1975, san jose south,NA
815,Ungraded 1bdrm unit! Make this your new home at Park Branham!!,1975, san jose south,"1
640ft2"
816,Campbell - 260 N. San Tomas Aquino Rd. #2-Great Central Campbell,1975, campbell,"2
800ft2"
817,Ask Us How this Awesome 1BR could be Your New Home!,1975, san jose south,"1
640ft2"
818,Call Now! Our 1BR's are going Fast!,1975, san jose south,"1
640ft2"
819,Saturday SPECIAL!!!! ONE UNIT LEFT!,1975, san jose south,"1
640ft2"
820,"SATURDAY SPECIAL! Spacious, Large Closets, Great location!",1975, san jose south,"1
640ft2"
821,Love where you live! Move in Ready!,1975, san jose south,"1
640ft2"
822,"Amazing Community, Affordable Rate and Professional Staff!",1975, san jose south,"1
640ft2"
823,$500 DEPOSIT! 1-Bedroom Apartment at Waverly!! READY FOR 3/9 move-in,1975, campbell,"1
648ft2"
824,"Your new  home, here at The Waverly!!",1975, campbell,"1
648ft2"
825,Experience Campbell at a Humanistic level :) ready 3/12/19,1975, campbell,"1
648ft2"
826,Welcome Home! Spacious 1 Bedroom Available for Immediate Move-In!,1975, san jose east,"1
605ft2"
827,Your apartment home here at the Waverly ready for 3/9 move in!,1975, campbell,"1
648ft2"
828,"Your new  home, here at The Waverly!!",1975, campbell,"1
648ft2"
829,Experience Campbell at a Humanistic level :) ready 3/09/19,1975, campbell,"1
648ft2"
830,YOUR 1 Bedroom Aparment :) ready 3/12/19,1975, campbell,"1
648ft2"
831,Quality Living at Park Branham! Check us Out!,1975, san jose south,"1
640ft2"
832,$500 DEPOSIT! 1-Bedroom Apartment at Waverly!! READY FOR 3/9 move-in,1975, campbell,"1
648ft2"
833,YOUR 1 Bedroom Aparment :) ready 3/12/19,1975, campbell,"1
648ft2"
834,1x1 unit special!!!,1975, san jose south,"1
640ft2"
835,Awesome 1x1 ready for move in!,1975, san jose south,"1
640ft2"
836,YOUR 1 Bedroom Aparment :) ready 3/09/19,1975, campbell,"1
648ft2"
837,YOUR 1 Bedroom Apartment $500 Deposit! 3/12 move-in,1975, campbell,"1
648ft2"
838,Experience Campbell at a Humanistic level :) ready 3/09/19,1975, campbell,"1
648ft2"
839,YOUR 1 Bedroom Apartment $500 Deposit! 3/12 move-in,1975, campbell,"1
648ft2"
840,1 Bedroom/1 Bathroom Available on the 2nd Floor! Call Today!,1975, san jose east,"1
605ft2"
841,YOUR 1 Bedroom Aparment :) ready 3/09/19,1975, campbell,"1
648ft2"
842,YOUR 1 Bedroom Aparment :) ready 3/12/19,1975, campbell,"1
648ft2"
843,Come see what we have to offer! WEEKEND SPECIAL!,1975, san jose south,"1
640ft2"
844,Weekend Special! 1x1 Ready for Move in!,1975, san jose south,"1
640ft2"
845,YOUR 1 Bedroom Apartment $500 Deposit! 3/12 move-in,1975, campbell,"1
648ft2"
846,$500 DEPOSIT! 1-Bedroom Apartment at Waverly!! READY FOR 3/9 move-in,1975, campbell,"1
648ft2"
847,$500 DEPOSIT! 1-Bedroom Apartment at Waverly!! READY FOR 3/9 move-in,1975, campbell,"1
648ft2"
848,Welcome Home! Spacious 1 Bedroom/1 Bathroom with Laundry On-site!,1975, san jose east,"1
605ft2"
849,"Move-In Ready! Call Now! Upgraded 1BR, Beautiful Property",1975, san jose south,"1
640ft2"
850,"At Last, This Is What You Are Searching For At Park Branham Apartments",1975, san jose south,"1
640ft2"
851,YOUR 1 Bedroom Apartment $500 Deposit! 3/9 move-in,1975, campbell,"1
648ft2"
852,2 BEDRM/1 BATH - WILLIAMS RD & BOYNTON AVE,1975, san jose west,"2
800ft2"
853,$500 Deposit!! 1-Bedroom Apartment ready  FOR 3/12 move-in,1975, campbell,"1
648ft2"
854,$500 DEPOSIT! 1-Bedroom Apartment at Waverly!! READY FOR 3/9 move-in,1975, campbell,"1
648ft2"
855,Available Now  Large 1br 1ba,1975, campbell,"1
616ft2"
856,Second Floor 1 Bedroom Available for Immediate Move-in! Call Today!,1975, san jose,"1
605ft2"
857,Beautiful one bedroom on a special rate!,1975, san jose south,"1
640ft2"
858,$500 DEPOSIT! 1-Bedroom Apartment at Waverly!! READY FOR 3/9 move-in,1975, campbell,"1
648ft2"
859,YOUR 1 Bedroom Aparment :) ready 3/09/19,1975, campbell,"1
648ft2"
860,1 Bedroom unit is now available!,1979, san jose south,"1
699ft2"
861,Come Home To THE GROVE!,1980, san jose west,440ft2
862,Great 2 Bedroom,1985, morgan hill,NA
863,THE HUNTINGTON SENIOR 55+ COMMUNITY,1990, morgan hill,"3
1109ft2"
864,Quality apartment with the amenities you desire! dogs cats OK! bd1,1990, santa clara,"1
465ft2"
865,Quality apartment with the amenities you desire! dogs cats OK! bd1,1990, santa clara,"1
465ft2"
866,One bedroom upstair unit. Move in ready!,1990, san jose south,"1
700ft2"
867,dogs cats OK Single Story AC Convenient Parking A great home in Santa Clara bd1,1990, sunnyvale,"1
465ft2"
868,Single Story AC Intel Google Apple dogs cats OK bd1,1990, santa clara,"1
465ft2"
869,"Intel, NASA, Facebook!  Visit to se the great location! dogs cats OK bd1",1990, santa clara,"1
465ft2"
870,"Rose Garden Spanish Mediterranean,studio,open flr,patio,fountain",1990, san jose downtown,850ft2
871,Clean & Quiet Near Great America Pets OK,1990, santa clara,"1
465ft2"
872,dogs cats OK apartment home in Highly Desirable Location! bd1,1990, santa clara,"1
465ft2"
873,Central Air and Heat  Excellent Location Nice Dogs OK,1990, santa clara,"1
465ft2"
874,2 Bed and 1 Bath Apt - l00 steps to SJSU!,1990, san jose downtown,2
875,Affordable living in great Santa Clara location! dogs cats OK! bd1,1990, santa clara,"1
465ft2"
876,Clean Quiet Great Value Near Great America Pets OK,1990, santa clara,"1
465ft2"
877,dogs cats OK apartment home in Highly Desirable Location!,1990, santa clara,"1
465ft2"
878,OPEN HOUSE THURS 3:30-6:30PM! MOVE-IN SPECIAL- 1ST MONTH FREE!,1995, sunnyvale,500ft2
879,OPEN HOUSE THURS 3:30-6:30PM! Studio with lots of natural light!,1995, sunnyvale,375ft2
880,1BD Available March 5th - Utilities Included,1995, san jose west,"1
600ft2"
881,"Modern kitchen, Updated 1BR apt, Wood-like flooring, Willow Glen area",1995, willow glen / cambrian,"1
675ft2"
882,"Downstairs unit, eat-in area, new carpet, new paint",1995, san jose south,"2
750ft2"
883,SPACIOUS RENOVATED 1BEDROOM IN SANTA CLARA,1995, santa clara,"1
700ft2"
884,Sparkling pool / Updated 1BR apt / Well-equipped kitchen / Willow Glen,1995, willow glen / cambrian,"1
675ft2"
885,"Fully-equipped kitchen, Willow Glen 1BR apt, Updated!! Plush carpeting",1995, willow glen / cambrian,"1
675ft2"
886,Light + Bright / Open living space / Fully-equipped kitchen / 1BR apt,1995, willow glen / cambrian,"1
675ft2"
887,Santa Clara 2 Bedroom Apartment,1995, santa clara,"2
750ft2"
888,Updated 1 Bed 1 Bath gated complex TOUR Mon-Fri 5pm,1995, sunnyvale,1
889,Available THREE BEDROOM HOME + 2BATHS...Nice Parking..,1995," Sunnyvale, CA",NA
890,Available THREE BEDROOM HOME + 2BATHS...Nice Parking..,1995," Sunnyvale, CA",NA
891,Available THREE BEDROOM HOME + 2BATHS...Nice Parking..,1995," Sunnyvale, CA",NA
892,1 Bed 1 Bath near freeway TOUR Mon-Fri 5pm,1995, sunnyvale,1
893,"Bright + Spacious plan, 1BR apt in Willow Glen, Fully-equipped kitchen",1995, willow glen / cambrian,"1
675ft2"
894,"LARGE, 1BR/1BA with Covered Carport",1995, sunnyvale,"1
850ft2"
895,Brittany House Apts. 1 Bed 1 Bath ~ Move in Ready February 15!,1995, san jose west,"1
700ft2"
896,Spacious Upgraded 1BR/1BA Available March 15 Apply Now!!,1995, morgan hill,"1
733ft2"
897,IMMEDIATE MOVE-IN ~ 480 boynton Ave ~ Call Us Today!,1995, san jose west,"1
700ft2"
898,"Welcome home! Plush carpet, Willow Glen 1BR apt, Well-equipped kitchen",1995, willow glen / cambrian,"1
675ft2"
899,2 Bedroom Central Downtown Location Steps to SJSU,1995, san jose downtown,"2
650ft2"
900,**Available Immediate MoveIn** 1 Bedroom 1 Bath ** UTILITIES Included,1995, san jose west,"1
700ft2"
901,Wonderful & Spacious 1 bedroom apartment! Move in 2/15!,1995, san jose west,"1
700ft2"
902,VERY SPACIOUS TWO BEDROOM!! MOVE IN TODAY!!,1995, Tracy,"2
1080ft2"
903,SPECIAL! SPECIAL! SPECIAL! CALL TODAY!,1995, Tracy,"2
1080ft2"
904,CALL TODAY FOR OUR MOVE IN SPECIAL,1995, Tracy,"2
1080ft2"
905,YOUR SEARCH ENDS HERE!! MOVE IN TODAY!!!!,1995, Tracy,"2
1080ft2"
906,"Remodeled upstairs unit, new appliances, new kitchen, bath",1995, san jose west,"1
643ft2"
907,Los Gatos Creek Park &Vasona Creek within Miles! READY FOR MOVE IN!!!,1995, san jose west,"1
708ft2"
908,"PRICE REDUCED!! - 2 BD / 1BA - Upgraded Unit, Next to Downtown SJ!",1995, san jose south,2
909,1-Bdrm Apt Available immediately,1995, sunnyvale,"1
650ft2"
910,"1 Bedroom Ground floor $500 deposit, 12 mo. lease $1200 Move in Bonus",1995, san jose west,"1
640ft2"
911,"1 bedroom, Beautiful newly remodeled Spacious Apt (campbell)",1995, campbell,1
912,"Welcome home! Modern kitchen, Prime Willow Glen area, Updated 1BR apt",1995, willow glen / cambrian,"1
675ft2"
913,Great Location Upgraded ONE BEDROOM AVAILABLE. APPLY NOW!,1995, morgan hill,"1
733ft2"
914,1 bed 1 bath gated complex TOUR Mon-Fri 5pm Sat 1-3pm,1995, sunnyvale,1
915,1-bedroom 1-bath Central AC/Heat,1995, campbell,"1
654ft2"
916,Los Gatos 1bedroom 1Bath,1995, los gatos,1
917,"UPDRADED, Great Location ONE BEDROOM at Quail Ridge $1995! APPLY NOW!",1995, morgan hill,"1
733ft2"
918,SPECIAL! SPECIAL! SPECIAL! CALL TODAY!,1995, Tracy,"2
1080ft2"
919,YOUR SEARCH ENDS HERE!! MOVE IN TODAY!!!!,1995, Tracy,"2
1080ft2"
920,VERY SPACIOUS TWO BEDROOM!! MOVE IN TODAY!!,1995, Tracy,"2
1080ft2"
921,Remarkable Value. Unbeatable Location.,1995, Tracy,"2
1080ft2"
922,~ Tour Today ~ Apply Today ~ Move In Today ~,1995, Tracy,"2
1080ft2"
923,Two Bedroom ~ Ready For Move In ~ Special Price ~ Call Today,1995, Tracy,"2
1080ft2"
924,Blythe Court Apartments | Swimming Pool | Carport,1995, sunnyvale,"1
675ft2"
925,Los Gatos 1bedroom 1Bath,1995, los gatos,1
926,"Modern kitchen, Prime Willow Glen, Updated 1BR apt, Plush carpeting",1995, willow glen / cambrian,"1
675ft2"
927,Large Top Floor Studio Available March 6th,1995, Willow Glen Area,"1
810ft2"
928,Spacious Apartment | Gorgeous Bathroom | Utilities Included | Patio,1995, san jose south,"1
650ft2"
929,Charming Stand-Alone Cottage | Spacious Yard | Utilities Included,1995, san jose south,"1
600ft2"
930,"2 bedroom 1 bathroom AVAILABLE NOW! TOUR Mon, Wed Fri 5:30-6",1995, san jose south,2
931,Los  Gatos 1 Bedroom 1Bath,1995, los gatos,1
932,Cute Studio in Pet-Friendly Community near Willow Glen,1995, Willow Glen Area,522ft2
933,1-bedroom 1-bath Central AC/Heat,1995, campbell,"1
654ft2"
934,SPECIAL! SPECIAL! SPECIAL! CALL TODAY!,1995, Tracy,"2
1080ft2"
935,SPECIALS YOU DON'T WANT TO MISS ~ CALL TODAY!,1995, Tracy,"2
1080ft2"
936,VERY SPACIOUS TWO BEDROOM!! MOVE IN TODAY!!,1995, Tracy,"2
1080ft2"
937,Upgraded Beautiful  1BD/1BA ONLY $1995! Apply Now!!,1995, morgan hill,"1
733ft2"
938,THESE PRICES WON'T LAST FOREVER!,1995, Tracy,"2
1080ft2"
939,Somewhere over the Rainbow..... is the perfect home!,1995, Tracy,"2
1080ft2"
940,~ Tour Today ~ Apply Today ~ Move In Today ~,1995, Tracy,"2
1080ft2"
941,1 Bed 1 Bath gated community TOUR Mon-Fri 5pm Sat 1-3pm,1995, sunnyvale,1
942,Large Top Floor Studio Avail March 6th!,1995, West San Jose / Willow Glen Area,522ft2
943,Beautiful 2BR on West Side of Gilroy Available NOW!!!,1995, gilroy,"2
800ft2"
944,Furnished Studio in the Center of LG,1995, los gatos,NA
945,1B|1B|Walk-In Closet|,1995, san jose south,"1
675ft2"
946,1B|1B|Walk-In Closet|,1995, san jose south,"1
675ft2"
947,Beautiful UPGRADED 1BD/1BA ONLY $1995! Apply Now!!,1995, morgan hill,"1
733ft2"
948,Adorable Top Floor Studio Available March 6th,1995, Willow Glen Area,522ft2
949,Spacious 1 Bedroom!!!,1995, san jose east,"1
750ft2"
950,Se Renta 2x1 cerca de la Universidad de San Jose!,1995, san jose downtown,NA
951,ONE OF A KIND-1BD 1BA 1ST Floor unit with WASHER and DRYER inside,1999, san jose east,"1
710ft2"
952,1 bedroom/1bath apartment available now,2000, sunnyvale,NA
953,"Two Bedroom, Two Bath Upstairs Unit",2000, san jose south,"2
800ft2"
954,Waterfront home on the delta!,2000, san jose downtown,1
955,66 3rd St #3,2000, gilroy,2
956,"beautiful, fully furnished,short term 3/2 housing available",2000, san jose west,3
957,SERENE 1 BED 1 BATH CONDO,2000, san jose south,"1
712ft2"
958,-TAH0E-5acre-BEAUTlFUL FARM H0ME w/ CHICKENS+G0ATS &STOCKED-FURNISHED,2000, DOBBINS,"2
1350ft2"
959,$1000 off 1st month!,2000, san jose downtown,2
960,1 Bed 1 Bath for rent,2000, campbell,1062ft2
961,Beautifully furnished 1 bed unit in the award winning Sonora,2000, san jose downtown,"1
914ft2"
962,STUNNING 1 BED 1 BATH CONDO,2000, san jose downtown,"1
930ft2"
963,STUNNING 1 BED 1 BATH CONDO,2000, san jose downtown,"1
824ft2"
964,DARLING 1 BED 1 BATH CONDO,2000, willow glen / cambrian,"1
808ft2"
965,WONDERFUL 1 BED/ 1 BATH CONDO,2000, willow glen / cambrian,"1
824ft2"
966,Spacious Large One Bedroom available Now!,2000, san jose south,"1
800ft2"
967,Charming one-level first floor condominium,2000, san jose downtown,"2
810ft2"
968,90 Kiely Blvd,2000, santa clara,"1
725ft2"
969,1 Bedroom/1Bath apartment   $ 2000.00,2000, sunnyvale,"1
850ft2"
970,"1bd 1ba Apartment for rent $ 2,000.00",2000, santa clara,"1
720ft2"
971,Gorgeous 1 Bed 1 Bath Condo Near Warm Springs Fremont 94539,2000, san jose north,"1
665ft2"
972,Gorgeous 1 Bed 1 Bath Condo Near Warm Springs Fremont 94539,2000, milpitas,"1
665ft2"
973,GORGEOUSLY WELL FURNISHED 1 BDRM 1 BATH APT WITH PARKING,2000, san jose downtown,"1
540ft2"
974,"Stop Looking, Start Living, Get Special, too!",2000, san jose south,"1
800ft2"
975,STUNNING & FABULOUS 1 BED 1 BATH APT UNIT,2000, san jose downtown,"1
930ft2"
976,One Month Free Rent,2000, san jose west,"2
864ft2"
977,1BD/1BTH UTILITIES INCLUDED,2005, san jose east,"1
639ft2"
978,1BR/1BA WITH FREE AFTER SCHOOL PROGRAMS,2010, san jose south,"1
581ft2"
979,1BR/1BA WITH FREE AFTER SCHOOL PROGRAMS,2010, san jose south,"1
581ft2"
980,1BR/1BA WITH FREE AFTER SCHOOL PROGRAMS,2010, san jose south,"1
581ft2"
981,1 Bedroom Apartment,2010, san jose east,"1
639ft2"
982,1BR/1BA WITH FREE AFTER SCHOOL PROGRAMS,2010, san jose south,"1
581ft2"
983,1BR/1BA Apartment with Easy Access Highway 85!,2010, san jose south,"1
581ft2"
984,Spacious 1 bedroom Available Now !,2011, san jose south,"1
625ft2"
985,1x1 apt. Weekend Special ! Call us today,2011, san jose south,"2
624ft2"
986,Weekend Special! Call us today!,2011, san jose south,"2
625ft2"
987,1x1 apt. Call us today for more details!,2011, san jose south,"1
625ft2"
988,One Bedroom Special you don't want to miss ! include with utilities,2011, San Jose,"1
674ft2"
989,"SPECIAL!!! 1st floor 1BD 1BA, WASHER and DRYER",2012, san jose east,"1
710ft2"
990,"New Renovated Home!! We pay Sewer, Water & Trash!",2015, cupertino,"1
500ft2"
991,ONE OF A KIND-1BD 1BA 1ST Floor unit with WASHER and DRYER inside,2019, san jose east,"1
710ft2"
992,"SPECIAL!!! 1st floor 1BD 1BA, WASHER and DRYER",2019, san jose east,"1
710ft2"
993,We Love Your Pet Here!!! & No Utilities! Visit Us Today!,2020, san jose north,1
994,We Love Your Pet Here!!!  & No Utilities! Visit Us Today!,2020, san jose north,"1
640ft2"
995,Los Gatos Creek Park &Vasona Creek within Miles! READY FOR MOVE IN!!!,2025, campbell,"1
708ft2"
996,Beautiful - Spacious Newly Remodeled Modern Cottage For Rent,2025, san jose downtown,1
997,Beautiful - Spacious Newly Remodeled Modern Cottage For Rent,2025, san jose downtown,1
998,Look No Further! Spacious 1 Bedroom Available W/ Move-In Special!,2025, san jose east,"1
605ft2"
999,$250 Move-in Special! 1 Bed/1 Bath Available for Immediate Move!,2025, san jose east,"1
605ft2"
1000,"Large rooms, Plush carpeting, High ceiling, downtown San Jose 1BR apt",2025, san jose downtown,"1
750ft2"
1001,Los Gatos Creek Park &Vasona Creek within Miles! READY FOR MOVE IN !!!,2025, san jose west,"1
708ft2"
1002,Pet Friendly! Spacious 1 Bedroom/1 Bathroom with $250 Move-in Special!,2025, san jose east,"1
605ft2"
1003,Wow! $250 Move-in Special! 1 Bedroom/1 Bathroom Available! Call Today!,2025, san jose east,"1
605ft2"
1004,Downtown San Jose | Lovely 1BR apt | Victorian details | High ceiling!,2025, san jose downtown,"1
750ft2"
1005,Great Price! Move-in Special! Remodeled One Bedroom Available Now!,2025, san jose east,"1
605ft2"
1006,SPACIOUS 1BED 1BATH READY TO MOVE IN!!! Short Term Lease AVA!,2025, mountain view,1
1007,Old World details | High ceilings | Spacious rooms! | San Jose 1BR apt,2025, san jose downtown,"1
750ft2"
1008,1B|1B|Walk-In Closet|,2025, san jose south,"1
714ft2"
1009,Fall In Love â¤ï¸ With This Spacious One Bedroom!,2030, san jose north,"1
640ft2"
1010,Utilities Included!! Cozy 1bed/1bath @ Sierrabrook Apartments,2035, san jose north,1
1011,Amazing 1BD 1BA 1st Floor unit with WASHER and DRYER inside,2035, san jose east,"1
710ft2"
1012,"Spacious Renovated Studio!! We pay Sewer, Water & Trash!",2039, cupertino,"1
400ft2"
1013,Move into your Dream Home! Utilities Included,2045, san jose north,"1
640ft2"
1014,A Perfect place to Call Home!! Utilities Included,2045, san jose north,"1
640ft2"
1015,Santa Clara 2 Bedroom Apartment,2045, santa clara,"2
750ft2"
1016,1BED/1BA TO CALL HOME - WASHER AND DRYER!,2045, campbell,"1
700ft2"
1017,Newly Renovate 1x1! available!!Short term Lease AVA~,2050, mountain view,1
1018,Live in the country,2050, los gatos,1
1019,"ground floor, private patio, walk-in closet. water & garbage included",2050, san jose west,"1
650ft2"
1020,"Saratoga border, Lovely fenced ground floor unit, Pergo & Granite",2050, san jose west,"1
650ft2"
1021,AC Pool D/W Cats OK Rec Room Mature Landscaping very nice apt bo1,2050, san jose west,"1
660ft2"
1022,Very Spacious and Beautiful Mature Landscape Cats OK PooL D/W AC bo1,2050, san jose west,"1
660ft2"
1023,Platinum neighborhood walk to Country Lane School!,2050, san jose west,"1
650ft2"
1024,7 minutes to Apple Pool Google Intel Pool AC D/W Cat OK San Jose's Best bo1,2050, san jose west,"1
660ft2"
1025,Pool Apple Google Cat OK AC Friendly Community Dishwasher Mature Landscaping bo1,2050, san jose west,"1
660ft2"
1026,Quiet Apt 2 Blocks from SCU and downtown Santa,2050, santa clara,1
1027,Garden Apartment,2050, santa clara,"2
900ft2"
1028,Ideal Santa Clara Location - Just Reduced!,2050, santa clara,2
1029,Platinum neighborhood walk to Country Lane School!,2050, san jose west,"1
675ft2"
1030,Beautiful Garden! Cats OK Quiet Location,2050, san jose west,"1
660ft2"
1031,Very Spacious and Beautiful Mature Landscape Cats OK PooL D/W AC bo1,2050, san jose west,"1
660ft2"
1032,Lovely remodeled 1bd x 1bth showing 2/27 @ 12:30,2050, san jose west,"1
650ft2"
1033,West of El Camino Real Location,2050, mountain view,"1
650ft2"
1034,1 Bedroom Home in Cottage Gated Green Senior Living Community!,2050, morgan hill,NA
1035,"Large 1 Bedroom, Excellent Location Mature Landscaping",2050, san jose west,"1
660ft2"
1036,BRIGHT unit W/ Gleaming Pergo Floors â€“ Granite Counter tops,2050, san jose west,"1
650ft2"
1037,7 minutes to Apple Pool Google Intel Pool AC D/W Cat OK San Jose's Best bo1,2050, san jose west,"1
660ft2"
1038,"Large 1 Bedroom, Excellent Location Mature Landscaping",2050, san jose west,"1
660ft2"
1039,Pool Apple Google Cat OK AC Friendly Community Dishwasher Mature Landscaping bo1,2050, san jose west,"1
660ft2"
1040,Fall In Love This Plank Floor & No Utilities!!!,2055, san jose north,"1
640ft2"
1041,Fall In Love This Plank Floor & No Utilities!!!,2055, san jose north,"1
640ft2"
